"","gospodarz","gosc","gospodarz_res","gosc_res","dogrywka","daty","total","win_gosp","gosp_gosp","gosp_past_points","win_gosc","gosc_gosp","gosc_past_points","gosp_past_add","gosc_past_add","gosp_past_total","gosc_past_total","gosp_past_add.1","mth","daty_r"
"3735","SanAntonioSpurs","LosAngelesClippers",87,98,0,2017-04-08,185,1,0,102,1,1,112,0,0,191,213,0,"Apr",2464.5
"3736","PortlandTrailBlazers","UtahJazz",101,86,0,2017-04-08,187,1,1,105,1,1,120,0,0,203,233,0,"Apr",2464.5
"3737","GoldenStateWarriors","NewOrleansPelicans",123,101,0,2017-04-08,224,1,0,120,0,0,106,0,0,231,228,0,"Apr",2464.5
"3738","NewYorkKnicks","TorontoRaptors",97,110,0,2017-04-09,207,0,0,88,1,1,96,0,0,189,190,0,"Apr",2472
"3739","AtlantaHawks","ClevelandCavaliers",126,125,1,2017-04-09,251,1,0,114,0,1,100,0,0,214,214,0,"Apr",2472
"3740","DenverNuggets","OklahomaCityThunder",105,106,0,2017-04-09,211,1,1,122,0,0,99,0,0,228,219,0,"Apr",2472
"3741","PhoenixSuns","DallasMavericks",124,111,0,2017-04-09,235,1,1,120,0,1,89,0,0,219,191,0,"Apr",2472
"3742","SacramentoKings","HoustonRockets",128,135,0,2017-04-09,263,0,0,94,0,1,109,0,0,192,223,0,"Apr",2472
"3743","MemphisGrizzlies","DetroitPistons",90,103,0,2017-04-09,193,1,1,101,1,0,114,0,0,189,223,0,"Apr",2472
"3744","LosAngelesLakers","MinnesotaTimberwolves",110,109,0,2017-04-09,219,1,1,98,0,0,113,0,0,192,233,0,"Apr",2472
"3745","PhiladelphiaErs","IndianaPacers",111,120,0,2017-04-10,231,0,1,82,1,0,127,0,0,172,239,0,"Apr",2480
"3746","BostonCeltics","BrooklynNets",114,105,0,2017-04-10,219,1,0,121,1,1,107,0,0,235,213,0,"Apr",2480
"3747","MiamiHeat","ClevelandCavaliers",124,121,1,2017-04-10,245,1,0,106,0,0,125,0,1,209,251,0,"Apr",2480
"3748","ChicagoBulls","OrlandoMagic",122,75,0,2017-04-10,197,0,0,106,0,1,112,0,0,213,239,0,"Apr",2480
"3749","MilwaukeeBucks","CharlotteHornets",89,79,0,2017-04-10,168,1,0,90,0,1,114,0,0,172,235,0,"Apr",2480
"3750","DetroitPistons","WashingtonWizards",101,105,0,2017-04-10,206,1,0,103,0,1,103,0,0,193,209,0,"Apr",2480
"3751","PortlandTrailBlazers","SanAntonioSpurs",99,98,0,2017-04-10,197,1,1,101,0,1,87,0,0,187,185,0,"Apr",2480
"3752","LosAngelesClippers","HoustonRockets",125,96,0,2017-04-10,221,1,0,98,1,0,135,0,0,185,263,0,"Apr",2480
"3753","GoldenStateWarriors","UtahJazz",99,105,0,2017-04-10,204,1,1,123,0,0,86,0,0,224,187,0,"Apr",2480
"3754","AtlantaHawks","CharlotteHornets",103,76,0,2017-04-11,179,1,1,126,0,0,79,1,0,251,168,1,"Apr",2487
"3755","MinnesotaTimberwolves","OklahomaCityThunder",98,100,0,2017-04-11,198,0,0,109,1,0,106,0,0,219,211,0,"Apr",2487
"3756","DallasMavericks","DenverNuggets",91,109,0,2017-04-11,200,0,0,111,0,1,105,0,0,235,211,0,"Apr",2487
"3757","LosAngelesLakers","NewOrleansPelicans",108,96,0,2017-04-11,204,1,1,110,0,0,101,0,0,219,224,0,"Apr",2487
"3758","SacramentoKings","PhoenixSuns",129,104,0,2017-04-11,233,0,1,128,1,1,124,0,0,263,235,0,"Apr",2487
"3759","OrlandoMagic","DetroitPistons",113,109,0,2017-04-12,222,0,0,75,0,1,101,0,0,197,206,0,"Apr",2496.5
"3760","ClevelandCavaliers","TorontoRaptors",83,98,0,2017-04-12,181,0,0,121,1,0,110,1,0,245,207,1,"Apr",2496.5
"3761","BostonCeltics","MilwaukeeBucks",112,94,0,2017-04-12,206,1,1,114,1,1,89,0,0,219,168,0,"Apr",2496.5
"3762","NewYorkKnicks","PhiladelphiaErs",114,113,0,2017-04-12,227,0,1,97,0,1,111,0,0,207,231,0,"Apr",2496.5
"3763","MiamiHeat","WashingtonWizards",110,102,0,2017-04-12,212,1,1,124,1,0,105,1,0,245,206,1,"Apr",2496.5
"3764","ChicagoBulls","BrooklynNets",112,73,0,2017-04-12,185,1,1,122,0,0,105,0,0,197,219,0,"Apr",2496.5
"3765","MemphisGrizzlies","DallasMavericks",93,100,0,2017-04-12,193,0,1,90,0,1,91,0,0,193,200,0,"Apr",2496.5
"3766","HoustonRockets","MinnesotaTimberwolves",123,118,0,2017-04-12,241,0,0,96,0,1,98,0,0,221,198,0,"Apr",2496.5
"3767","OklahomaCityThunder","DenverNuggets",105,111,0,2017-04-12,216,1,0,100,1,0,109,0,0,198,200,0,"Apr",2496.5
"3768","IndianaPacers","AtlantaHawks",104,86,0,2017-04-12,190,1,0,120,1,1,103,0,0,231,179,0,"Apr",2496.5
"3769","UtahJazz","SanAntonioSpurs",101,97,0,2017-04-12,198,1,0,105,0,0,98,0,0,204,197,0,"Apr",2496.5
"3770","LosAngelesClippers","SacramentoKings",115,95,0,2017-04-12,210,1,1,125,1,1,129,0,0,221,233,0,"Apr",2496.5
"3771","GoldenStateWarriors","LosAngelesLakers",109,94,0,2017-04-12,203,0,1,99,1,1,108,0,0,204,204,0,"Apr",2496.5
"3772","PortlandTrailBlazers","NewOrleansPelicans",100,103,0,2017-04-12,203,1,1,99,0,0,96,0,0,197,204,0,"Apr",2496.5
"3773","SanAntonioSpurs","MemphisGrizzlies",111,82,0,2017-04-15,193,0,0,97,0,1,93,0,0,198,193,0,"Apr",2505.5
"3774","ClevelandCavaliers","IndianaPacers",109,108,0,2017-04-15,217,0,1,83,1,1,104,0,0,181,190,0,"Apr",2505.5
"3775","TorontoRaptors","MilwaukeeBucks",83,97,0,2017-04-15,180,1,0,98,0,0,94,0,0,181,206,0,"Apr",2505.5
"3776","LosAngelesClippers","UtahJazz",95,97,0,2017-04-15,192,1,1,115,1,1,101,0,0,210,198,0,"Apr",2505.5
"3777","WashingtonWizards","AtlantaHawks",114,107,0,2017-04-16,221,0,0,102,0,0,86,0,0,212,190,0,"Apr",2509.5
"3778","GoldenStateWarriors","PortlandTrailBlazers",121,109,0,2017-04-16,230,1,1,109,0,1,100,0,0,203,203,0,"Apr",2509.5
"3779","BostonCeltics","ChicagoBulls",102,106,0,2017-04-16,208,1,1,112,1,1,112,0,0,206,185,0,"Apr",2509.5
"3780","HoustonRockets","OklahomaCityThunder",118,87,0,2017-04-16,205,1,1,123,0,1,105,0,0,241,216,0,"Apr",2509.5
"3781","SanAntonioSpurs","MemphisGrizzlies",96,82,0,2017-04-17,178,1,1,111,0,0,82,0,0,193,193,0,"Apr",2512.5
"3782","ClevelandCavaliers","IndianaPacers",117,111,0,2017-04-17,228,1,1,109,0,0,108,0,0,217,217,0,"Apr",2512.5
"3783","TorontoRaptors","MilwaukeeBucks",106,100,0,2017-04-18,206,0,1,83,1,0,97,0,0,180,180,0,"Apr",2515
"3784","LosAngelesClippers","UtahJazz",99,91,0,2017-04-18,190,0,1,95,1,0,97,0,0,192,192,0,"Apr",2515
"3785","BostonCeltics","ChicagoBulls",97,111,0,2017-04-18,208,0,1,102,1,0,106,0,0,208,208,0,"Apr",2515
"3786","WashingtonWizards","AtlantaHawks",109,101,0,2017-04-19,210,1,1,114,0,0,107,0,0,221,221,0,"Apr",2518
"3787","GoldenStateWarriors","PortlandTrailBlazers",110,81,0,2017-04-19,191,1,1,121,0,0,109,0,0,230,230,0,"Apr",2518
"3788","HoustonRockets","OklahomaCityThunder",115,111,0,2017-04-19,226,1,1,118,0,0,87,0,0,205,205,0,"Apr",2518
"3789","MilwaukeeBucks","TorontoRaptors",104,77,0,2017-04-20,181,0,0,100,1,1,106,0,0,206,206,0,"Apr",2521
"3790","MemphisGrizzlies","SanAntonioSpurs",105,94,0,2017-04-20,199,0,0,82,1,1,96,0,0,178,178,0,"Apr",2521
"3791","IndianaPacers","ClevelandCavaliers",114,119,0,2017-04-20,233,0,0,111,1,1,117,0,0,228,228,0,"Apr",2521
"3792","OklahomaCityThunder","HoustonRockets",115,113,0,2017-04-21,228,0,0,111,1,1,115,0,0,226,226,0,"Apr",2524
"3793","UtahJazz","LosAngelesClippers",106,111,0,2017-04-21,217,0,0,91,1,1,99,0,0,190,190,0,"Apr",2524
"3794","ChicagoBulls","BostonCeltics",87,104,0,2017-04-21,191,1,0,111,0,1,97,0,0,208,208,0,"Apr",2524
"3795","MilwaukeeBucks","TorontoRaptors",76,87,0,2017-04-22,163,1,1,104,0,0,77,0,0,181,181,0,"Apr",2527.5
"3796","AtlantaHawks","WashingtonWizards",116,98,0,2017-04-22,214,0,0,101,1,1,109,0,0,210,210,0,"Apr",2527.5
"3797","PortlandTrailBlazers","GoldenStateWarriors",113,119,0,2017-04-22,232,0,0,81,1,1,110,0,0,191,191,0,"Apr",2527.5
"3798","MemphisGrizzlies","SanAntonioSpurs",110,108,1,2017-04-22,218,1,1,105,0,0,94,0,0,199,199,0,"Apr",2527.5
"3799","IndianaPacers","ClevelandCavaliers",102,106,0,2017-04-23,208,0,1,114,1,0,119,0,0,233,233,0,"Apr",2531.5
"3800","OklahomaCityThunder","HoustonRockets",109,113,0,2017-04-23,222,1,1,115,0,0,113,0,0,228,228,0,"Apr",2531.5
"3801","UtahJazz","LosAngelesClippers",105,98,0,2017-04-23,203,0,1,106,1,0,111,0,0,217,217,0,"Apr",2531.5
"3802","ChicagoBulls","BostonCeltics",95,104,0,2017-04-23,199,0,1,87,1,0,104,0,0,191,191,0,"Apr",2531.5
"3803","TorontoRaptors","MilwaukeeBucks",118,93,0,2017-04-24,211,1,0,87,0,1,76,0,0,163,163,0,"Apr",2535
"3804","AtlantaHawks","WashingtonWizards",111,101,0,2017-04-24,212,1,1,116,0,0,98,0,0,214,214,0,"Apr",2535
"3805","PortlandTrailBlazers","GoldenStateWarriors",103,128,0,2017-04-24,231,0,1,113,1,0,119,0,0,232,232,0,"Apr",2535
"3806","SanAntonioSpurs","MemphisGrizzlies",116,103,0,2017-04-25,219,0,0,108,1,1,110,1,1,218,218,1,"Apr",2538
"3807","HoustonRockets","OklahomaCityThunder",105,99,0,2017-04-25,204,1,0,113,0,1,109,0,0,222,222,0,"Apr",2538
"3808","LosAngelesClippers","UtahJazz",92,96,0,2017-04-25,188,0,0,98,1,1,105,0,0,203,203,0,"Apr",2538
"3809","WashingtonWizards","AtlantaHawks",103,99,0,2017-04-26,202,0,0,101,1,1,111,0,0,212,212,0,"Apr",2540.5
"3810","BostonCeltics","ChicagoBulls",108,97,0,2017-04-26,205,1,0,104,0,1,95,0,0,199,199,0,"Apr",2540.5
"3811","MilwaukeeBucks","TorontoRaptors",89,92,0,2017-04-27,181,0,0,93,1,1,118,0,0,211,211,0,"Apr",2542.5
"3812","MemphisGrizzlies","SanAntonioSpurs",96,103,0,2017-04-27,199,0,0,103,1,1,116,0,0,219,219,0,"Apr",2542.5
"3813","AtlantaHawks","WashingtonWizards",99,115,0,2017-04-28,214,0,0,99,1,1,103,0,0,202,202,0,"Apr",2545
"3814","UtahJazz","LosAngelesClippers",93,98,0,2017-04-28,191,1,0,96,0,1,92,0,0,188,188,0,"Apr",2545
"3815","ChicagoBulls","BostonCeltics",83,105,0,2017-04-28,188,0,0,97,1,1,108,0,0,205,205,0,"Apr",2545
"3816","LosAngelesClippers","UtahJazz",91,104,0,2017-04-30,195,1,0,98,0,1,93,0,0,191,191,0,"Apr",2547.5
"3817","BostonCeltics","WashingtonWizards",123,111,0,2017-04-30,234,1,0,105,1,0,115,0,0,188,214,0,"Apr",2547.5
"3818","ClevelandCavaliers","BostonCeltics",102,99,0,2017-10-17,201,1,0,106,1,1,123,0,0,208,234,0,"Oct",2549.5
"3819","GoldenStateWarriors","HoustonRockets",121,122,0,2017-10-17,243,1,0,128,1,1,105,0,0,231,204,0,"Oct",2549.5
"3820","WashingtonWizards","PhiladelphiaErs",120,115,0,2017-10-18,235,0,0,111,0,0,113,0,0,234,227,0,"Oct",2556
"3821","DetroitPistons","CharlotteHornets",102,90,0,2017-10-18,192,0,0,109,0,0,76,0,0,222,179,0,"Oct",2556
"3822","IndianaPacers","BrooklynNets",140,131,0,2017-10-18,271,0,1,102,0,0,73,0,0,208,185,0,"Oct",2556
"3823","OrlandoMagic","MiamiHeat",116,109,0,2017-10-18,225,1,1,113,1,1,110,0,0,222,212,0,"Oct",2556
"3824","BostonCeltics","MilwaukeeBucks",100,108,0,2017-10-18,208,0,0,99,0,1,89,0,0,201,181,0,"Oct",2556
"3825","MemphisGrizzlies","NewOrleansPelicans",103,91,0,2017-10-18,194,0,1,96,1,0,103,0,0,199,203,0,"Oct",2556
"3826","DallasMavericks","AtlantaHawks",111,117,0,2017-10-18,228,1,0,100,0,1,99,0,0,193,214,0,"Oct",2556
"3827","UtahJazz","DenverNuggets",106,96,0,2017-10-18,202,1,0,104,1,0,111,0,0,195,216,0,"Oct",2556
"3828","SanAntonioSpurs","MinnesotaTimberwolves",107,99,0,2017-10-18,206,1,0,103,0,0,118,0,0,199,241,0,"Oct",2556
"3829","PhoenixSuns","PortlandTrailBlazers",76,124,0,2017-10-18,200,0,0,104,0,1,103,0,0,233,231,0,"Oct",2556
"3830","SacramentoKings","HoustonRockets",100,105,0,2017-10-18,205,0,0,95,1,0,122,0,0,210,243,0,"Oct",2556
"3831","TorontoRaptors","ChicagoBulls",117,100,0,2017-10-19,217,1,0,92,0,1,83,0,0,181,188,0,"Oct",2563
"3832","OklahomaCityThunder","NewYorkKnicks",105,84,0,2017-10-19,189,0,0,99,1,1,114,0,0,204,227,0,"Oct",2563
"3833","LosAngelesClippers","LosAngelesLakers",108,92,0,2017-10-19,200,0,1,91,0,0,94,0,0,195,203,0,"Oct",2563
"3834","MilwaukeeBucks","ClevelandCavaliers",97,116,0,2017-10-20,213,1,0,108,1,1,102,0,0,208,201,0,"Oct",2569.5
"3835","CharlotteHornets","AtlantaHawks",109,91,0,2017-10-20,200,0,0,90,1,0,117,0,0,192,228,0,"Oct",2569.5
"3836","IndianaPacers","PortlandTrailBlazers",96,114,0,2017-10-20,210,1,1,140,1,0,124,0,0,271,200,0,"Oct",2569.5
"3837","PhiladelphiaErs","BostonCeltics",92,102,0,2017-10-20,194,0,0,115,0,1,100,0,0,235,208,0,"Oct",2569.5
"3838","WashingtonWizards","DetroitPistons",115,111,0,2017-10-20,226,1,1,120,1,1,102,0,0,235,192,0,"Oct",2569.5
"3839","BrooklynNets","OrlandoMagic",126,121,0,2017-10-20,247,0,0,131,1,1,116,0,0,271,225,0,"Oct",2569.5
"3840","MinnesotaTimberwolves","UtahJazz",100,97,0,2017-10-20,197,0,0,99,1,1,106,0,0,206,202,0,"Oct",2569.5
"3841","DallasMavericks","SacramentoKings",88,93,0,2017-10-20,181,0,1,111,0,1,100,0,0,228,205,0,"Oct",2569.5
"3842","NewOrleansPelicans","GoldenStateWarriors",120,128,0,2017-10-20,248,0,0,91,0,1,121,0,0,194,243,0,"Oct",2569.5
"3843","PhoenixSuns","LosAngelesLakers",130,132,0,2017-10-20,262,0,1,76,0,0,92,0,0,200,200,0,"Oct",2569.5
"3844","TorontoRaptors","PhiladelphiaErs",128,94,0,2017-10-21,222,1,1,117,0,1,92,0,0,217,194,0,"Oct",2580
"3845","ClevelandCavaliers","OrlandoMagic",93,114,0,2017-10-21,207,1,0,116,0,0,121,0,0,213,247,0,"Oct",2580
"3846","MiamiHeat","IndianaPacers",112,108,0,2017-10-21,220,0,0,109,0,1,96,0,0,225,210,0,"Oct",2580
"3847","NewYorkKnicks","DetroitPistons",107,111,0,2017-10-21,218,0,0,84,0,0,111,0,0,189,226,0,"Oct",2580
"3848","ChicagoBulls","SanAntonioSpurs",77,87,0,2017-10-21,164,0,0,100,1,1,107,0,0,217,206,0,"Oct",2580
"3849","HoustonRockets","DallasMavericks",107,91,0,2017-10-21,198,1,0,105,0,1,88,0,0,205,181,0,"Oct",2580
"3850","MemphisGrizzlies","GoldenStateWarriors",111,101,0,2017-10-21,212,1,1,103,1,0,128,0,0,194,248,0,"Oct",2580
"3851","MilwaukeeBucks","PortlandTrailBlazers",113,110,0,2017-10-21,223,0,1,97,1,0,114,0,0,213,210,0,"Oct",2580
"3852","DenverNuggets","SacramentoKings",96,79,0,2017-10-21,175,0,0,96,1,0,93,0,0,202,181,0,"Oct",2580
"3853","UtahJazz","OklahomaCityThunder",96,87,0,2017-10-21,183,0,0,97,1,1,105,0,0,197,189,0,"Oct",2580
"3854","LosAngelesClippers","PhoenixSuns",130,88,0,2017-10-21,218,1,1,108,0,1,130,0,0,200,262,0,"Oct",2580
"3855","BrooklynNets","AtlantaHawks",116,104,0,2017-10-22,220,1,1,126,0,0,91,0,0,247,200,0,"Oct",2587
"3856","OklahomaCityThunder","MinnesotaTimberwolves",113,115,0,2017-10-22,228,0,0,87,1,1,100,0,0,183,197,0,"Oct",2587
"3857","LosAngelesLakers","NewOrleansPelicans",112,119,0,2017-10-22,231,1,0,132,0,1,120,0,0,262,248,0,"Oct",2587
"3858","DetroitPistons","PhiladelphiaErs",86,97,0,2017-10-23,183,1,0,111,0,0,94,0,0,218,222,0,"Oct",2592.5
"3859","MiamiHeat","AtlantaHawks",104,93,0,2017-10-23,197,1,1,112,0,0,104,0,0,220,220,0,"Oct",2592.5
"3860","HoustonRockets","MemphisGrizzlies",90,98,0,2017-10-23,188,1,1,107,1,1,111,0,0,198,212,0,"Oct",2592.5
"3861","MilwaukeeBucks","CharlotteHornets",103,94,0,2017-10-23,197,1,1,113,1,1,109,0,0,223,200,0,"Oct",2592.5
"3862","DallasMavericks","GoldenStateWarriors",103,133,0,2017-10-23,236,0,0,91,0,0,101,0,0,198,212,0,"Oct",2592.5
"3863","SanAntonioSpurs","TorontoRaptors",101,97,0,2017-10-23,198,1,0,87,1,1,128,0,0,164,222,0,"Oct",2592.5
"3864","DenverNuggets","WashingtonWizards",104,109,0,2017-10-23,213,1,1,96,1,1,115,0,0,175,226,0,"Oct",2592.5
"3865","PhoenixSuns","SacramentoKings",117,115,0,2017-10-23,232,0,0,88,0,0,79,0,0,218,175,0,"Oct",2592.5
"3866","ClevelandCavaliers","ChicagoBulls",119,112,0,2017-10-24,231,0,1,93,0,1,77,0,0,207,164,0,"Oct",2599.5
"3867","OrlandoMagic","BrooklynNets",125,121,0,2017-10-24,246,1,0,114,1,1,116,0,0,207,220,0,"Oct",2599.5
"3868","BostonCeltics","NewYorkKnicks",110,89,0,2017-10-24,199,1,0,102,0,1,107,0,0,194,218,0,"Oct",2599.5
"3869","MinnesotaTimberwolves","IndianaPacers",107,130,0,2017-10-24,237,1,0,115,0,0,108,0,0,228,220,0,"Oct",2599.5
"3870","PortlandTrailBlazers","NewOrleansPelicans",103,93,0,2017-10-24,196,0,0,110,1,0,119,0,0,223,231,0,"Oct",2599.5
"3871","LosAngelesClippers","UtahJazz",102,84,0,2017-10-24,186,1,1,130,1,1,96,0,0,218,183,0,"Oct",2599.5
"3872","CharlotteHornets","DenverNuggets",110,93,0,2017-10-25,203,0,0,94,0,1,104,0,0,197,213,0,"Oct",2607.5
"3873","DetroitPistons","MinnesotaTimberwolves",122,101,0,2017-10-25,223,0,1,86,0,1,107,0,0,183,237,0,"Oct",2607.5
"3874","PhiladelphiaErs","HoustonRockets",104,105,0,2017-10-25,209,1,0,97,0,1,90,0,0,183,188,0,"Oct",2607.5
"3875","BrooklynNets","ClevelandCavaliers",112,107,0,2017-10-25,219,0,0,121,1,1,119,0,0,246,231,0,"Oct",2607.5
"3876","MiamiHeat","SanAntonioSpurs",100,117,0,2017-10-25,217,1,1,104,1,1,101,0,0,197,198,0,"Oct",2607.5
"3877","OklahomaCityThunder","IndianaPacers",114,96,0,2017-10-25,210,0,1,113,1,0,130,0,0,228,237,0,"Oct",2607.5
"3878","DallasMavericks","MemphisGrizzlies",103,94,0,2017-10-25,197,0,1,103,1,0,98,0,0,236,188,0,"Oct",2607.5
"3879","PhoenixSuns","UtahJazz",97,88,0,2017-10-25,185,1,1,117,0,0,84,0,0,232,186,0,"Oct",2607.5
"3880","GoldenStateWarriors","TorontoRaptors",117,112,0,2017-10-25,229,1,0,133,0,0,97,0,0,236,198,0,"Oct",2607.5
"3881","LosAngelesLakers","WashingtonWizards",102,99,1,2017-10-25,201,0,1,112,1,0,109,0,0,231,213,0,"Oct",2607.5
"3882","ChicagoBulls","AtlantaHawks",91,86,0,2017-10-26,177,0,0,112,0,0,93,0,0,231,197,0,"Oct",2615
"3883","MemphisGrizzlies","DallasMavericks",96,91,0,2017-10-26,187,0,0,94,1,1,103,0,0,197,197,0,"Oct",2615
"3884","MilwaukeeBucks","BostonCeltics",89,96,0,2017-10-26,185,1,1,103,1,1,110,0,0,197,199,0,"Oct",2615
"3885","PortlandTrailBlazers","LosAngelesClippers",103,104,0,2017-10-26,207,1,1,103,1,1,102,0,0,196,186,0,"Oct",2615
"3886","SacramentoKings","NewOrleansPelicans",106,114,0,2017-10-26,220,0,0,115,0,0,93,0,0,232,196,0,"Oct",2615
"3887","CharlotteHornets","HoustonRockets",93,109,0,2017-10-27,202,1,1,110,1,0,105,0,0,203,209,0,"Oct",2621
"3888","OrlandoMagic","SanAntonioSpurs",114,87,0,2017-10-27,201,1,1,125,1,0,117,0,0,246,217,0,"Oct",2621
"3889","AtlantaHawks","DenverNuggets",100,105,0,2017-10-27,205,0,0,86,0,0,93,0,0,177,203,0,"Oct",2621
"3890","NewYorkKnicks","BrooklynNets",107,86,0,2017-10-27,193,0,0,89,1,1,112,0,0,199,219,0,"Oct",2621
"3891","MinnesotaTimberwolves","OklahomaCityThunder",119,116,0,2017-10-27,235,0,0,101,1,1,114,0,0,223,210,0,"Oct",2621
"3892","GoldenStateWarriors","WashingtonWizards",120,117,0,2017-10-27,237,1,1,117,0,0,99,0,1,229,201,0,"Oct",2621
"3893","LosAngelesLakers","TorontoRaptors",92,101,0,2017-10-27,193,1,1,102,0,0,112,1,0,201,229,1,"Oct",2621
"3894","NewOrleansPelicans","ClevelandCavaliers",123,101,0,2017-10-28,224,1,0,114,0,0,107,0,0,220,219,0,"Oct",2628.5
"3895","MiamiHeat","BostonCeltics",90,96,0,2017-10-28,186,0,1,100,1,0,96,0,0,217,185,0,"Oct",2628.5
"3896","ChicagoBulls","OklahomaCityThunder",69,101,0,2017-10-28,170,1,1,91,0,0,116,0,0,177,235,0,"Oct",2628.5
"3897","MemphisGrizzlies","HoustonRockets",103,89,0,2017-10-28,192,1,1,96,1,0,109,0,0,187,202,0,"Oct",2628.5
"3898","DallasMavericks","PhiladelphiaErs",110,112,0,2017-10-28,222,0,0,91,0,1,104,0,0,187,209,0,"Oct",2628.5
"3899","UtahJazz","LosAngelesLakers",96,81,0,2017-10-28,177,0,0,88,0,1,92,0,0,185,193,0,"Oct",2628.5
"3900","PortlandTrailBlazers","PhoenixSuns",114,107,0,2017-10-28,221,0,1,103,1,1,97,0,0,207,185,0,"Oct",2628.5
"3901","LosAngelesClippers","DetroitPistons",87,95,0,2017-10-28,182,1,0,104,1,1,122,0,0,207,223,0,"Oct",2628.5
"3902","AtlantaHawks","MilwaukeeBucks",106,117,0,2017-10-29,223,0,1,100,0,1,89,0,0,205,185,0,"Oct",2636
"3903","IndianaPacers","SanAntonioSpurs",97,94,0,2017-10-29,191,0,0,96,0,0,87,0,0,210,201,0,"Oct",2636
"3904","BrooklynNets","DenverNuggets",111,124,0,2017-10-29,235,0,0,86,1,0,105,0,0,193,205,0,"Oct",2636
"3905","CharlotteHornets","OrlandoMagic",120,113,0,2017-10-29,233,0,1,93,1,1,114,0,0,202,201,0,"Oct",2636
"3906","SacramentoKings","WashingtonWizards",83,110,0,2017-10-29,193,0,1,106,0,0,117,0,0,220,237,0,"Oct",2636
"3907","ClevelandCavaliers","NewYorkKnicks",95,114,0,2017-10-29,209,0,0,101,1,1,107,0,0,224,193,0,"Oct",2636
"3908","GoldenStateWarriors","DetroitPistons",107,115,0,2017-10-29,222,1,1,120,1,0,95,0,0,237,182,0,"Oct",2636
"3909","BostonCeltics","SanAntonioSpurs",108,94,0,2017-10-30,202,1,0,96,0,0,94,0,0,186,191,0,"Oct",2644
"3910","MiamiHeat","MinnesotaTimberwolves",122,125,1,2017-10-30,247,0,1,90,1,1,119,0,0,186,235,0,"Oct",2644
"3911","NewYorkKnicks","DenverNuggets",116,110,0,2017-10-30,226,1,0,114,1,0,124,0,0,209,235,0,"Oct",2644
"3912","HoustonRockets","PhiladelphiaErs",107,115,0,2017-10-30,222,0,0,89,1,0,112,0,0,192,222,0,"Oct",2644
"3913","MemphisGrizzlies","CharlotteHornets",99,104,0,2017-10-30,203,1,1,103,1,1,120,0,0,192,233,0,"Oct",2644
"3914","NewOrleansPelicans","OrlandoMagic",99,115,0,2017-10-30,214,1,1,123,0,0,113,0,0,224,233,0,"Oct",2644
"3915","UtahJazz","DallasMavericks",104,89,0,2017-10-30,193,1,1,96,0,1,110,0,0,177,222,0,"Oct",2644
"3916","PortlandTrailBlazers","TorontoRaptors",85,99,0,2017-10-30,184,1,1,114,1,0,101,0,0,221,193,0,"Oct",2644
"3917","LosAngelesClippers","GoldenStateWarriors",113,141,0,2017-10-30,254,0,1,87,0,1,107,0,0,182,222,0,"Oct",2644
"3918","IndianaPacers","SacramentoKings",101,83,0,2017-10-31,184,1,1,97,0,1,83,0,0,191,193,0,"Oct",2650.5
"3919","BrooklynNets","PhoenixSuns",114,122,0,2017-10-31,236,0,1,111,0,0,107,0,0,235,221,0,"Oct",2650.5
"3920","MilwaukeeBucks","OklahomaCityThunder",91,110,0,2017-10-31,201,1,0,117,1,0,101,0,0,223,170,0,"Oct",2650.5
"3921","LosAngelesLakers","DetroitPistons",113,93,0,2017-10-31,206,0,0,81,1,0,115,0,0,177,222,0,"Oct",2650.5
"3922","CharlotteHornets","MilwaukeeBucks",126,121,0,2017-11-01,247,1,0,104,0,1,91,0,0,203,201,0,"Nov",2658.5
"3923","ClevelandCavaliers","IndianaPacers",107,124,0,2017-11-01,231,0,1,95,1,1,101,0,0,209,184,0,"Nov",2658.5
"3924","PhiladelphiaErs","AtlantaHawks",119,109,0,2017-11-01,228,1,0,115,0,1,106,0,0,222,223,0,"Nov",2658.5
"3925","WashingtonWizards","PhoenixSuns",116,122,0,2017-11-01,238,1,0,110,1,0,122,0,0,193,236,0,"Nov",2658.5
"3926","BostonCeltics","SacramentoKings",113,86,0,2017-11-01,199,1,1,108,0,0,83,0,0,202,184,0,"Nov",2658.5
"3927","MiamiHeat","ChicagoBulls",97,91,0,2017-11-01,188,0,1,122,0,1,69,1,0,247,170,1,"Nov",2658.5
"3928","NewYorkKnicks","HoustonRockets",97,119,0,2017-11-01,216,1,1,116,0,1,107,0,0,226,222,0,"Nov",2658.5
"3929","MemphisGrizzlies","OrlandoMagic",99,101,0,2017-11-01,200,0,1,99,1,0,115,0,0,203,214,0,"Nov",2658.5
"3930","NewOrleansPelicans","MinnesotaTimberwolves",98,104,0,2017-11-01,202,0,1,99,1,0,125,0,1,214,247,0,"Nov",2658.5
"3931","DenverNuggets","TorontoRaptors",129,111,0,2017-11-01,240,0,0,110,1,0,99,0,0,226,184,0,"Nov",2658.5
"3932","UtahJazz","PortlandTrailBlazers",112,103,1,2017-11-01,215,1,1,104,0,1,85,0,0,193,184,0,"Nov",2658.5
"3933","LosAngelesClippers","DallasMavericks",119,98,0,2017-11-01,217,0,1,113,0,0,89,0,0,254,193,0,"Nov",2658.5
"3934","SanAntonioSpurs","GoldenStateWarriors",92,112,0,2017-11-02,204,0,0,94,1,0,141,0,0,202,254,0,"Nov",2665.5
