"","gospodarz","gosc","gospodarz_res","gosc_res","dogrywka","daty","total","win_gosp","gosp_gosp","gosp_past_points","win_gosc","gosc_gosp","gosc_past_points","gosp_past_add","gosc_past_add","gosp_past_total","gosp_past_add.1"
"987","PhoenixSuns","NewYorkKnicks",102,89,0,2015-03-15,191,0,1,87,0,0,94,0,0,183,0
"988","LosAngelesLakers","AtlantaHawks",86,91,0,2015-03-15,177,0,1,94,1,0,96,0,0,195,0
"989","IndianaPacers","TorontoRaptors",98,117,0,2015-03-16,215,0,1,89,0,1,97,0,0,182,0
"990","WashingtonWizards","PortlandTrailBlazers",105,97,0,2015-03-16,202,1,1,113,1,0,113,0,0,210,0
"991","BostonCeltics","PhiladelphiaErs",108,89,0,2015-03-16,197,1,0,93,0,1,87,0,0,182,0
"992","MemphisGrizzlies","DenverNuggets",92,81,0,2015-03-16,173,1,1,96,1,0,118,0,2,179,0
"993","MinnesotaTimberwolves","BrooklynNets",106,122,0,2015-03-16,228,0,0,97,1,0,94,0,0,220,0
"994","MiamiHeat","ClevelandCavaliers",106,92,0,2015-03-16,198,0,0,92,1,0,123,0,0,194,0
"995","DallasMavericks","OklahomaCityThunder",119,115,0,2015-03-16,234,1,1,129,1,1,109,0,0,228,0
"996","UtahJazz","CharlotteHornets",94,66,0,2015-03-16,160,1,1,88,1,1,101,0,0,173,0
"997","SacramentoKings","AtlantaHawks",103,110,0,2015-03-16,213,0,0,97,1,0,91,0,0,210,0
"998","GoldenStateWarriors","LosAngelesLakers",108,105,0,2015-03-16,213,1,1,125,0,1,86,0,0,219,0
"999","DetroitPistons","MemphisGrizzlies",105,95,0,2015-03-17,200,0,0,85,1,1,92,0,0,173,0
"1000","NewYorkKnicks","SanAntonioSpurs",104,100,1,2015-03-17,204,0,0,89,1,1,123,0,0,191,0
"1001","HoustonRockets","OrlandoMagic",107,94,0,2015-03-17,201,1,0,100,0,1,108,0,0,198,0
"1002","NewOrleansPelicans","MilwaukeeBucks",85,84,0,2015-03-17,169,0,1,111,0,0,83,2,0,229,2
"1003","LosAngelesClippers","CharlotteHornets",99,92,0,2015-03-17,191,0,1,98,0,0,66,0,0,198,0
"1004","ClevelandCavaliers","BrooklynNets",117,92,0,2015-03-18,209,0,0,92,1,0,122,0,0,198,0
"1005","PhiladelphiaErs","DetroitPistons",94,83,0,2015-03-18,177,0,0,89,1,1,105,0,0,197,0
"1006","MiamiHeat","PortlandTrailBlazers",108,104,0,2015-03-18,212,1,1,106,0,0,97,0,0,198,0
"1007","TorontoRaptors","MinnesotaTimberwolves",105,100,0,2015-03-18,205,1,0,117,0,1,106,0,0,215,0
"1008","ChicagoBulls","IndianaPacers",103,86,0,2015-03-18,189,0,0,100,0,1,98,0,0,209,0
"1009","MilwaukeeBucks","SanAntonioSpurs",103,114,0,2015-03-18,217,0,0,84,0,0,100,0,1,169,0
"1010","OklahomaCityThunder","BostonCeltics",122,118,0,2015-03-18,240,0,0,115,1,1,108,0,0,234,0
"1011","DallasMavericks","OrlandoMagic",107,102,0,2015-03-18,209,1,1,119,0,0,94,0,0,234,0
"1012","SacramentoKings","LosAngelesClippers",105,116,0,2015-03-18,221,0,1,103,1,1,99,0,0,213,0
"1013","GoldenStateWarriors","AtlantaHawks",114,95,0,2015-03-18,209,1,1,108,1,0,110,0,0,213,0
"1014","UtahJazz","WashingtonWizards",84,88,0,2015-03-18,172,1,1,94,1,1,105,0,0,160,0
"1015","NewYorkKnicks","MinnesotaTimberwolves",92,95,1,2015-03-19,187,1,1,104,0,0,100,1,0,204,1
"1016","HoustonRockets","DenverNuggets",118,108,0,2015-03-19,226,1,1,107,0,0,81,0,0,201,0
"1017","PhoenixSuns","NewOrleansPelicans",74,72,0,2015-03-19,146,1,1,102,1,1,85,0,0,191,0
"1018","LosAngelesLakers","UtahJazz",73,80,0,2015-03-19,153,0,0,105,0,1,84,0,0,213,0
"1019","OrlandoMagic","PortlandTrailBlazers",111,104,0,2015-03-20,215,0,0,102,0,0,104,0,0,209,0
"1020","PhiladelphiaErs","NewYorkKnicks",97,81,0,2015-03-20,178,1,1,94,0,1,92,0,1,177,0
"1021","BrooklynNets","MilwaukeeBucks",129,127,2,2015-03-20,256,0,0,92,0,1,103,0,0,209,0
"1022","ClevelandCavaliers","IndianaPacers",95,92,0,2015-03-20,187,1,1,117,0,0,86,0,0,209,0
"1023","MiamiHeat","DenverNuggets",108,91,0,2015-03-20,199,1,1,108,0,0,108,0,0,212,0
"1024","ChicagoBulls","TorontoRaptors",108,92,0,2015-03-20,200,1,1,103,1,1,105,0,0,189,0
"1025","OklahomaCityThunder","AtlantaHawks",123,115,0,2015-03-20,238,1,1,122,0,0,95,0,0,240,0
"1026","DallasMavericks","MemphisGrizzlies",101,112,0,2015-03-20,213,1,1,107,0,0,95,0,0,209,0
"1027","SanAntonioSpurs","BostonCeltics",101,89,0,2015-03-20,190,1,0,114,0,0,118,0,0,217,0
"1028","SacramentoKings","CharlotteHornets",101,91,0,2015-03-20,192,0,1,105,0,0,92,0,0,221,0
"1029","GoldenStateWarriors","NewOrleansPelicans",112,96,0,2015-03-20,208,1,1,114,0,0,72,0,0,209,0
"1030","LosAngelesClippers","WashingtonWizards",113,99,0,2015-03-20,212,1,0,116,1,0,88,0,0,221,0
"1031","IndianaPacers","BrooklynNets",111,123,0,2015-03-21,234,0,0,92,1,1,129,0,2,187,0
"1032","DetroitPistons","ChicagoBulls",107,91,0,2015-03-21,198,0,0,83,1,1,108,0,0,177,0
"1033","HoustonRockets","PhoenixSuns",102,117,0,2015-03-21,219,1,1,118,1,1,74,0,0,226,0
"1034","MemphisGrizzlies","PortlandTrailBlazers",97,86,0,2015-03-21,183,1,0,112,0,0,104,0,0,213,0
"1035","GoldenStateWarriors","UtahJazz",106,91,0,2015-03-21,197,1,1,112,1,0,80,0,0,208,0
"1036","MilwaukeeBucks","ClevelandCavaliers",90,108,0,2015-03-22,198,0,0,127,1,1,95,2,0,256,2
"1037","OklahomaCityThunder","MiamiHeat",93,75,0,2015-03-22,168,1,1,123,1,1,108,0,0,238,0
"1038","AtlantaHawks","SanAntonioSpurs",95,114,0,2015-03-22,209,0,0,115,1,1,101,0,0,238,0
"1039","LosAngelesClippers","NewOrleansPelicans",107,100,0,2015-03-22,207,1,1,113,0,0,96,0,0,212,0
"1040","TorontoRaptors","NewYorkKnicks",106,89,0,2015-03-22,195,0,0,92,0,0,81,0,0,200,0
"1041","SacramentoKings","WashingtonWizards",109,86,0,2015-03-22,195,1,1,101,0,0,99,0,0,192,0
"1042","BostonCeltics","DetroitPistons",97,105,1,2015-03-22,202,0,0,89,1,1,107,0,0,190,0
"1043","OrlandoMagic","DenverNuggets",100,119,0,2015-03-22,219,1,1,111,0,0,91,0,0,215,0
"1044","MinnesotaTimberwolves","CharlotteHornets",98,109,0,2015-03-22,207,1,0,95,0,0,91,1,0,187,1
"1045","PhoenixSuns","DallasMavericks",98,92,0,2015-03-22,190,1,0,117,0,1,101,0,0,219,0
"1046","LosAngelesLakers","PhiladelphiaErs",101,87,0,2015-03-22,188,0,1,73,1,1,97,0,0,153,0
"1047","IndianaPacers","HoustonRockets",100,110,0,2015-03-23,210,0,1,111,0,1,102,0,0,234,0
"1048","BrooklynNets","BostonCeltics",91,110,0,2015-03-23,201,1,0,123,0,1,97,0,1,234,0
"1049","NewYorkKnicks","MemphisGrizzlies",82,103,0,2015-03-23,185,0,0,89,1,1,97,0,0,195,0
"1050","ChicagoBulls","CharlotteHornets",98,86,0,2015-03-23,184,0,0,91,1,0,109,0,0,198,0
"1051","UtahJazz","MinnesotaTimberwolves",104,106,1,2015-03-23,210,0,0,91,0,1,98,0,0,197,0
"1052","GoldenStateWarriors","WashingtonWizards",107,76,0,2015-03-23,183,1,1,106,0,0,86,0,0,197,0
"1053","DetroitPistons","TorontoRaptors",108,104,0,2015-03-24,212,1,0,105,1,1,106,1,0,202,1
"1054","MilwaukeeBucks","MiamiHeat",89,88,0,2015-03-24,177,0,1,90,0,0,75,0,0,198,0
"1055","OklahomaCityThunder","LosAngelesLakers",127,117,0,2015-03-24,244,1,1,93,1,1,101,0,0,168,0
"1056","DallasMavericks","SanAntonioSpurs",101,94,0,2015-03-24,195,0,0,92,1,0,114,0,0,190,0
"1057","SacramentoKings","PhiladelphiaErs",107,106,0,2015-03-24,213,1,1,109,0,0,87,0,0,195,0
"1058","PortlandTrailBlazers","GoldenStateWarriors",108,122,0,2015-03-24,230,0,0,86,1,1,107,0,0,183,0
"1059","CharlotteHornets","BrooklynNets",88,91,0,2015-03-25,179,0,0,86,0,1,91,0,0,184,0
"1060","NewYorkKnicks","LosAngelesClippers",80,111,0,2015-03-25,191,0,1,82,1,1,107,0,0,185,0
"1061","OrlandoMagic","AtlantaHawks",83,95,0,2015-03-25,178,0,1,100,0,1,95,0,0,219,0
"1062","WashingtonWizards","IndianaPacers",101,103,0,2015-03-25,204,0,0,76,0,1,100,0,0,183,0
"1063","BostonCeltics","MiamiHeat",86,93,0,2015-03-25,179,1,0,110,0,0,88,0,0,201,0
"1064","TorontoRaptors","ChicagoBulls",103,116,0,2015-03-25,219,0,0,104,1,1,98,0,0,212,0
"1065","MemphisGrizzlies","ClevelandCavaliers",89,111,0,2015-03-25,200,1,0,103,1,0,108,0,0,185,0
"1066","MinnesotaTimberwolves","LosAngelesLakers",99,101,1,2015-03-25,200,1,0,106,0,0,117,1,0,210,1
"1067","NewOrleansPelicans","HoustonRockets",93,95,0,2015-03-25,188,0,0,100,1,0,110,0,0,207,0
"1068","DenverNuggets","PhiladelphiaErs",85,99,0,2015-03-25,184,1,0,119,0,0,106,0,0,219,0
"1069","UtahJazz","PortlandTrailBlazers",89,92,0,2015-03-25,181,0,1,104,0,1,108,1,0,210,1
"1070","SanAntonioSpurs","OklahomaCityThunder",130,91,0,2015-03-25,221,0,0,94,1,1,127,0,0,195,0
"1071","PhoenixSuns","SacramentoKings",99,108,0,2015-03-25,207,1,1,98,1,1,107,0,0,190,0
"1072","MilwaukeeBucks","IndianaPacers",111,107,0,2015-03-26,218,1,1,89,1,0,103,0,0,177,0
"1073","OrlandoMagic","DetroitPistons",97,111,0,2015-03-27,208,0,1,83,1,1,108,0,0,178,0
"1074","PhiladelphiaErs","LosAngelesClippers",98,119,0,2015-03-27,217,1,0,99,1,0,111,0,0,184,0
"1075","WashingtonWizards","CharlotteHornets",110,107,2,2015-03-27,217,0,1,101,0,1,88,0,0,204,0
"1076","AtlantaHawks","MiamiHeat",99,86,0,2015-03-27,185,1,0,95,1,0,93,0,0,178,0
"1077","BrooklynNets","ClevelandCavaliers",106,98,0,2015-03-27,204,1,0,91,1,0,111,0,0,179,0
"1078","NewYorkKnicks","BostonCeltics",92,96,0,2015-03-27,188,0,1,80,0,1,86,0,0,191,0
"1079","TorontoRaptors","LosAngelesLakers",94,83,0,2015-03-27,177,0,1,103,1,0,101,0,1,219,0
"1080","HoustonRockets","MinnesotaTimberwolves",120,110,0,2015-03-27,230,1,0,95,0,1,99,0,1,188,0
"1081","MemphisGrizzlies","GoldenStateWarriors",84,107,0,2015-03-27,191,0,1,89,1,0,122,0,0,200,0
"1082","NewOrleansPelicans","SacramentoKings",102,88,0,2015-03-27,190,0,1,93,1,0,108,0,0,188,0
"1083","SanAntonioSpurs","DallasMavericks",94,76,0,2015-03-27,170,1,1,130,1,1,101,0,0,221,0
"1084","DenverNuggets","UtahJazz",107,91,0,2015-03-27,198,0,1,85,0,1,89,0,0,184,0
"1085","PhoenixSuns","PortlandTrailBlazers",81,87,0,2015-03-27,168,0,1,99,1,0,92,0,0,207,0
"1086","CharlotteHornets","AtlantaHawks",115,100,0,2015-03-28,215,0,0,107,1,1,99,2,0,217,2
"1087","ChicagoBulls","NewYorkKnicks",111,80,0,2015-03-28,191,1,0,116,0,1,92,0,0,219,0
"1088","MilwaukeeBucks","GoldenStateWarriors",95,108,0,2015-03-28,203,1,1,111,1,0,107,0,0,218,0
"1089","UtahJazz","OklahomaCityThunder",94,89,0,2015-03-28,183,0,0,91,0,0,91,0,0,198,0
"1090","PortlandTrailBlazers","DenverNuggets",120,114,0,2015-03-28,234,1,0,87,1,1,107,0,0,168,0
"1091","ClevelandCavaliers","PhiladelphiaErs",87,86,0,2015-03-29,173,0,0,98,0,1,98,0,0,204,0
"1092","BrooklynNets","LosAngelesLakers",107,99,0,2015-03-29,206,1,1,106,0,0,83,0,0,204,0
"1093","NewOrleansPelicans","MinnesotaTimberwolves",110,88,0,2015-03-29,198,1,1,102,0,0,110,0,0,190,0
"1094","BostonCeltics","LosAngelesClippers",106,119,0,2015-03-29,225,1,0,96,1,0,119,0,0,188,0
"1095","MiamiHeat","DetroitPistons",109,102,0,2015-03-29,211,0,0,86,1,0,111,0,0,185,0
"1096","WashingtonWizards","HoustonRockets",91,99,0,2015-03-29,190,1,1,110,1,1,120,2,0,217,2
"1097","SanAntonioSpurs","MemphisGrizzlies",103,89,0,2015-03-29,192,1,1,94,0,1,84,0,0,170,0
"1098","IndianaPacers","DallasMavericks",104,99,0,2015-03-29,203,0,0,107,0,0,76,0,0,218,0
"1099","PhoenixSuns","OklahomaCityThunder",97,109,0,2015-03-29,206,0,1,81,0,0,89,0,0,168,0
"1100","PhiladelphiaErs","LosAngelesLakers",111,113,1,2015-03-30,224,0,0,86,0,0,99,0,0,173,0
"1101","AtlantaHawks","MilwaukeeBucks",101,88,0,2015-03-30,189,0,0,100,0,1,95,0,0,215,0
"1102","TorontoRaptors","HoustonRockets",99,96,0,2015-03-30,195,1,1,94,1,0,99,0,0,177,0
"1103","MemphisGrizzlies","SacramentoKings",97,83,0,2015-03-30,180,0,0,89,0,0,88,0,0,192,0
"1104","MinnesotaTimberwolves","UtahJazz",84,104,0,2015-03-30,188,0,0,88,1,1,94,0,0,198,0
"1105","PortlandTrailBlazers","PhoenixSuns",109,86,0,2015-03-30,195,1,1,120,0,1,97,0,0,234,0
"1106","CharlotteHornets","BostonCeltics",104,116,0,2015-03-30,220,1,1,115,0,1,106,0,0,215,0
"1107","BrooklynNets","IndianaPacers",111,106,0,2015-03-31,217,1,1,107,1,1,104,0,0,206,0
"1108","DetroitPistons","AtlantaHawks",105,95,0,2015-03-31,200,0,0,102,1,1,101,0,0,211,0
"1109","MiamiHeat","SanAntonioSpurs",81,95,0,2015-03-31,176,1,1,109,1,1,103,0,0,211,0
"1110","LosAngelesClippers","GoldenStateWarriors",106,110,0,2015-03-31,216,1,0,119,1,0,108,0,0,225,0
"1111","CharlotteHornets","DetroitPistons",102,78,0,2015-04-01,180,0,1,104,1,1,105,0,0,220,0
"1112","OrlandoMagic","SanAntonioSpurs",91,103,0,2015-04-01,194,0,1,97,1,0,95,0,0,208,0
"1113","WashingtonWizards","PhiladelphiaErs",106,93,0,2015-04-01,199,0,1,91,0,1,111,0,1,190,0
"1114","BostonCeltics","IndianaPacers",100,87,0,2015-04-01,187,1,0,116,0,0,106,0,0,220,0
"1115","NewYorkKnicks","BrooklynNets",98,100,0,2015-04-01,198,0,0,80,1,1,111,0,0,191,0
"1116","HoustonRockets","SacramentoKings",115,111,0,2015-04-01,226,0,0,96,0,0,83,0,0,195,0
"1117","MilwaukeeBucks","ChicagoBulls",95,91,0,2015-04-01,186,0,0,88,1,1,111,0,0,189,0
"1118","MinnesotaTimberwolves","TorontoRaptors",99,113,0,2015-04-01,212,0,1,84,1,1,99,0,0,188,0
"1119","OklahomaCityThunder","DallasMavericks",131,135,0,2015-04-01,266,1,0,109,0,0,99,0,0,206,0
"1120","UtahJazz","DenverNuggets",98,84,0,2015-04-01,182,1,0,104,0,0,114,0,0,188,0
"1121","PortlandTrailBlazers","LosAngelesClippers",122,126,0,2015-04-01,248,1,1,109,0,1,106,0,0,195,0
"1122","LosAngelesLakers","NewOrleansPelicans",92,113,0,2015-04-01,205,1,0,113,1,1,110,1,0,224,1
"1123","ClevelandCavaliers","MiamiHeat",114,88,0,2015-04-02,202,1,1,87,0,1,81,0,0,173,0
"1124","DallasMavericks","HoustonRockets",101,108,0,2015-04-02,209,1,0,135,1,1,115,0,0,266,0
"1125","GoldenStateWarriors","PhoenixSuns",107,106,0,2015-04-02,213,1,0,110,0,0,86,0,0,216,0
"1126","IndianaPacers","CharlotteHornets",93,74,0,2015-04-03,167,0,0,87,1,1,102,0,0,187,0
"1127","WashingtonWizards","NewYorkKnicks",101,87,0,2015-04-03,188,1,1,106,0,1,98,0,0,199,0
"1128","BostonCeltics","MilwaukeeBucks",101,110,0,2015-04-03,211,1,1,100,1,1,95,0,0,187,0
"1129","BrooklynNets","TorontoRaptors",114,109,0,2015-04-03,223,1,0,100,1,0,113,0,0,198,0
"1130","ChicagoBulls","DetroitPistons",88,82,0,2015-04-03,170,0,0,91,0,0,78,0,0,186,0
"1131","MemphisGrizzlies","OklahomaCityThunder",100,92,0,2015-04-03,192,1,1,97,0,1,131,0,0,180,0
"1132","MinnesotaTimberwolves","OrlandoMagic",84,97,0,2015-04-03,181,0,1,99,0,1,91,0,0,212,0
"1133","SanAntonioSpurs","DenverNuggets",123,93,0,2015-04-03,216,1,0,103,0,0,84,0,0,194,0
"1134","SacramentoKings","NewOrleansPelicans",95,101,0,2015-04-03,196,0,0,111,1,0,113,0,0,226,0
"1135","LosAngelesLakers","PortlandTrailBlazers",77,107,0,2015-04-03,184,0,1,92,0,1,122,0,0,205,0
"1136","CharlotteHornets","PhiladelphiaErs",92,91,0,2015-04-04,183,0,0,74,0,0,93,0,0,167,0
"1137","AtlantaHawks","BrooklynNets",131,99,0,2015-04-04,230,0,0,95,1,1,114,0,0,200,0
"1138","DetroitPistons","MiamiHeat",99,98,0,2015-04-04,197,0,0,82,0,0,88,0,0,170,0
"1139","TorontoRaptors","BostonCeltics",116,117,1,2015-04-04,233,0,0,109,0,1,101,0,0,223,0
"1140","MemphisGrizzlies","WashingtonWizards",83,92,0,2015-04-04,175,1,1,100,1,1,101,0,0,192,0
"1141","DallasMavericks","GoldenStateWarriors",110,123,0,2015-04-04,233,0,1,101,1,1,107,0,0,209,0
"1142","MilwaukeeBucks","OrlandoMagic",90,97,0,2015-04-04,187,1,0,110,1,0,97,0,0,211,0
"1143","DenverNuggets","LosAngelesClippers",92,107,0,2015-04-04,199,0,0,93,1,0,126,0,0,216,0
"1144","PhoenixSuns","UtahJazz",87,85,0,2015-04-04,172,0,0,106,1,1,98,0,0,213,0
"1145","PortlandTrailBlazers","NewOrleansPelicans",99,90,0,2015-04-04,189,1,0,107,1,0,101,0,0,184,0
"1146","OklahomaCityThunder","HoustonRockets",112,115,0,2015-04-05,227,0,0,92,1,0,108,0,0,192,0
"1147","ClevelandCavaliers","ChicagoBulls",99,94,0,2015-04-05,193,1,1,114,1,1,88,0,0,202,0
"1148","IndianaPacers","MiamiHeat",112,89,0,2015-04-05,201,1,1,93,0,0,98,0,0,167,0
"1149","SanAntonioSpurs","GoldenStateWarriors",107,92,0,2015-04-05,199,1,1,123,1,0,123,0,0,216,0
"1150","NewYorkKnicks","PhiladelphiaErs",101,91,0,2015-04-05,192,0,0,87,0,0,91,0,0,188,0
"1151","SacramentoKings","UtahJazz",95,101,0,2015-04-05,196,0,1,95,0,0,85,0,0,196,0
"1152","LosAngelesClippers","LosAngelesLakers",106,78,0,2015-04-05,184,1,0,107,0,1,77,0,0,199,0
"1153","BrooklynNets","PortlandTrailBlazers",106,96,0,2015-04-06,202,0,0,99,1,1,99,0,0,230,0
"1154","AtlantaHawks","PhoenixSuns",96,69,0,2015-04-07,165,1,1,131,1,1,87,0,0,230,0
"1155","MiamiHeat","CharlotteHornets",105,100,0,2015-04-07,205,0,0,89,1,1,92,0,0,201,0
"1156","NewOrleansPelicans","GoldenStateWarriors",103,100,0,2015-04-07,203,0,0,90,0,0,92,0,0,189,0
"1157","OklahomaCityThunder","SanAntonioSpurs",88,113,0,2015-04-07,201,0,1,112,1,1,107,0,0,227,0
"1158","SacramentoKings","MinnesotaTimberwolves",116,111,0,2015-04-07,227,0,1,95,0,1,84,0,0,196,0
"1159","LosAngelesClippers","LosAngelesLakers",105,100,0,2015-04-07,205,1,1,106,0,0,78,0,0,184,0
"1160","CharlotteHornets","TorontoRaptors",74,92,0,2015-04-08,166,0,0,100,0,1,116,0,1,205,0
"1161","OrlandoMagic","ChicagoBulls",105,103,0,2015-04-08,208,1,0,97,0,0,94,0,0,187,0
"1162","PhiladelphiaErs","WashingtonWizards",90,119,0,2015-04-08,209,0,0,91,1,0,92,0,0,192,0
"1163","BrooklynNets","AtlantaHawks",111,114,0,2015-04-08,225,1,1,106,1,1,96,0,0,202,0
"1164","DetroitPistons","BostonCeltics",103,113,0,2015-04-08,216,1,1,99,1,0,117,0,1,197,0
"1165","NewYorkKnicks","IndianaPacers",86,102,0,2015-04-08,188,1,1,101,1,1,112,0,0,192,0
"1166","MemphisGrizzlies","NewOrleansPelicans",110,74,0,2015-04-08,184,0,1,83,1,1,103,0,0,175,0
"1167","MilwaukeeBucks","ClevelandCavaliers",99,104,0,2015-04-08,203,0,1,90,1,1,99,0,0,187,0
"1168","SanAntonioSpurs","HoustonRockets",110,98,0,2015-04-08,208,1,0,113,1,0,115,0,0,201,0
"1169","DenverNuggets","LosAngelesLakers",119,101,0,2015-04-08,220,0,1,92,0,0,100,0,0,199,0
"1170","UtahJazz","SacramentoKings",103,91,0,2015-04-08,194,1,0,101,1,1,116,0,0,196,0
"1171","DallasMavericks","PhoenixSuns",107,104,0,2015-04-08,211,0,1,110,0,0,69,0,0,233,0
"1172","PortlandTrailBlazers","MinnesotaTimberwolves",116,91,0,2015-04-08,207,0,0,96,0,0,111,0,0,202,0
"1173","MiamiHeat","ChicagoBulls",78,89,0,2015-04-09,167,1,1,105,0,0,103,0,0,205,0
"1174","GoldenStateWarriors","PortlandTrailBlazers",116,105,0,2015-04-09,221,0,0,100,1,1,116,0,0,203,0
"1175","OrlandoMagic","TorontoRaptors",99,101,0,2015-04-10,200,1,1,105,1,0,92,0,0,208,0
"1176","AtlantaHawks","CharlotteHornets",104,80,0,2015-04-10,184,1,0,114,0,1,74,0,0,225,0
"1177","BrooklynNets","WashingtonWizards",117,80,0,2015-04-10,197,0,1,111,1,0,119,0,0,225,0
"1178","ClevelandCavaliers","BostonCeltics",90,99,0,2015-04-10,189,1,0,104,1,0,113,0,0,203,0
"1179","DetroitPistons","IndianaPacers",103,107,0,2015-04-10,210,0,1,103,1,0,102,0,0,216,0
"1180","NewYorkKnicks","MilwaukeeBucks",91,99,0,2015-04-10,190,0,1,86,0,1,99,0,0,188,0
"1181","HoustonRockets","SanAntonioSpurs",103,104,0,2015-04-10,207,0,0,98,1,1,110,0,0,208,0
"1182","NewOrleansPelicans","PhoenixSuns",90,75,0,2015-04-10,165,0,0,74,0,0,104,0,0,184,0
"1183","OklahomaCityThunder","SacramentoKings",116,103,0,2015-04-10,219,0,1,88,0,0,91,0,0,201,0
"1184","DenverNuggets","DallasMavericks",143,144,2,2015-04-10,287,1,1,119,1,1,107,0,0,220,0
"1185","UtahJazz","MemphisGrizzlies",88,89,0,2015-04-10,177,1,1,103,1,1,110,0,0,194,0
"1186","LosAngelesLakers","MinnesotaTimberwolves",106,98,0,2015-04-10,204,0,0,101,0,0,91,0,0,220,0
"1187","OrlandoMagic","NewYorkKnicks",79,80,0,2015-04-11,159,0,1,99,0,1,91,0,0,200,0
"1188","MiamiHeat","TorontoRaptors",104,107,0,2015-04-11,211,0,1,78,1,0,101,0,0,167,0
"1189","ChicagoBulls","PhiladelphiaErs",114,107,0,2015-04-11,221,1,0,89,0,1,90,0,0,167,0
"1190","LosAngelesClippers","MemphisGrizzlies",94,86,0,2015-04-11,180,1,1,105,1,0,89,0,0,205,0
"1191","PortlandTrailBlazers","UtahJazz",105,111,0,2015-04-11,216,0,0,105,0,1,88,0,0,221,0
"1192","GoldenStateWarriors","MinnesotaTimberwolves",110,101,0,2015-04-11,211,1,1,116,0,0,98,0,0,221,0
"1193","MilwaukeeBucks","BrooklynNets",96,73,0,2015-04-12,169,1,0,99,1,1,117,0,0,190,0
"1194","BostonCeltics","ClevelandCavaliers",117,78,0,2015-04-12,195,1,0,99,0,1,90,0,0,189,0
"1195","DetroitPistons","CharlotteHornets",116,77,0,2015-04-12,193,0,1,103,0,0,80,0,0,210,0
"1196","DenverNuggets","SacramentoKings",122,111,0,2015-04-12,233,0,1,143,0,0,103,2,0,287,2
"1197","IndianaPacers","OklahomaCityThunder",116,104,0,2015-04-12,220,1,0,107,1,1,116,0,0,210,0
"1198","WashingtonWizards","AtlantaHawks",108,99,0,2015-04-12,207,0,0,80,1,1,104,0,0,197,0
"1199","HoustonRockets","NewOrleansPelicans",121,114,0,2015-04-12,235,0,1,103,1,1,90,0,0,207,0
"1200","SanAntonioSpurs","PhoenixSuns",107,91,0,2015-04-12,198,1,0,104,0,0,75,0,0,207,0
"1201","LosAngelesLakers","DallasMavericks",106,120,0,2015-04-12,226,1,1,106,1,0,144,0,2,204,0
"1202","CharlotteHornets","HoustonRockets",90,100,0,2015-04-13,190,0,0,77,1,1,121,0,0,193,0
"1203","ClevelandCavaliers","DetroitPistons",109,97,0,2015-04-13,206,0,0,78,1,1,116,0,0,195,0
"1204","PhiladelphiaErs","MilwaukeeBucks",97,107,0,2015-04-13,204,0,0,107,1,1,96,0,0,221,0
"1205","AtlantaHawks","NewYorkKnicks",108,112,0,2015-04-13,220,0,0,99,1,0,80,0,0,207,0
"1206","BrooklynNets","ChicagoBulls",86,113,0,2015-04-13,199,0,0,73,1,1,114,0,0,169,0
"1207","MiamiHeat","OrlandoMagic",100,93,0,2015-04-13,193,0,1,104,0,1,79,0,0,211,0
"1208","MinnesotaTimberwolves","NewOrleansPelicans",88,100,0,2015-04-13,188,0,0,101,0,0,114,0,0,211,0
"1209","OklahomaCityThunder","PortlandTrailBlazers",101,90,0,2015-04-13,191,0,0,104,0,1,105,0,0,220,0
"1210","UtahJazz","DallasMavericks",109,92,0,2015-04-13,201,1,0,111,1,0,120,0,0,216,0
"1211","SacramentoKings","LosAngelesLakers",102,92,0,2015-04-13,194,0,0,111,0,1,106,0,0,233,0
"1212","GoldenStateWarriors","MemphisGrizzlies",111,107,0,2015-04-13,218,1,1,110,0,0,86,0,0,211,0
"1213","LosAngelesClippers","DenverNuggets",110,103,0,2015-04-13,213,1,1,94,1,1,122,0,0,180,0
"1214","BostonCeltics","TorontoRaptors",95,93,0,2015-04-14,188,1,1,117,1,0,107,0,0,195,0
"1215","IndianaPacers","WashingtonWizards",99,95,2,2015-04-14,194,1,1,116,1,1,108,0,0,220,0
"1216","PhoenixSuns","LosAngelesClippers",101,112,0,2015-04-14,213,0,0,91,1,1,110,0,0,198,0
"1217","ChicagoBulls","AtlantaHawks",91,85,0,2015-04-15,176,1,0,113,0,1,108,0,0,199,0
"1218","DallasMavericks","PortlandTrailBlazers",114,98,0,2015-04-15,212,0,0,92,0,0,90,0,0,201,0
"1219","HoustonRockets","UtahJazz",117,91,0,2015-04-15,208,1,0,100,1,1,109,0,0,190,0
"1220","MemphisGrizzlies","IndianaPacers",95,83,0,2015-04-15,178,0,0,107,1,1,99,0,2,218,0
"1221","MilwaukeeBucks","BostonCeltics",100,105,0,2015-04-15,205,1,0,107,1,1,95,0,0,204,0
"1222","MinnesotaTimberwolves","OklahomaCityThunder",113,138,0,2015-04-15,251,0,1,88,1,1,101,0,0,188,0
"1223","NewOrleansPelicans","SanAntonioSpurs",108,103,0,2015-04-15,211,1,0,100,1,1,107,0,0,188,0
"1224","BrooklynNets","OrlandoMagic",101,88,0,2015-04-15,189,0,1,86,0,0,93,0,0,199,0
"1225","ClevelandCavaliers","WashingtonWizards",113,108,1,2015-04-15,221,1,1,109,0,0,95,0,2,206,0
