"","gospodarz","gosc","gospodarz_res","gosc_res","dogrywka","daty"
"2349","ChicagoBulls","PhiladelphiaErs",107,117,0,2017-03-24
"2350","MilwaukeeBucks","AtlantaHawks",100,97,0,2017-03-24
"2351","HoustonRockets","NewOrleansPelicans",117,107,0,2017-03-24
"2352","LosAngelesLakers","MinnesotaTimberwolves",130,119,1,2017-03-24
"2353","GoldenStateWarriors","SacramentoKings",114,100,0,2017-03-24
"2354","LosAngelesClippers","UtahJazz",108,95,0,2017-03-25
"2355","ClevelandCavaliers","WashingtonWizards",115,127,0,2017-03-25
"2356","DallasMavericks","TorontoRaptors",86,94,0,2017-03-25
"2357","SanAntonioSpurs","NewYorkKnicks",106,98,0,2017-03-25
"2358","PortlandTrailBlazers","MinnesotaTimberwolves",112,100,0,2017-03-25
"2359","CharlotteHornets","PhoenixSuns",120,106,0,2017-03-26
"2360","AtlantaHawks","BrooklynNets",92,107,0,2017-03-26
"2361","LosAngelesClippers","SacramentoKings",97,98,0,2017-03-26
"2362","MilwaukeeBucks","ChicagoBulls",94,109,0,2017-03-26
"2363","HoustonRockets","OklahomaCityThunder",137,125,0,2017-03-26
"2364","IndianaPacers","PhiladelphiaErs",107,94,0,2017-03-26
"2365","BostonCeltics","MiamiHeat",112,108,0,2017-03-26
"2366","GoldenStateWarriors","MemphisGrizzlies",106,94,0,2017-03-26
"2367","DenverNuggets","NewOrleansPelicans",90,115,0,2017-03-26
"2368","LosAngelesLakers","PortlandTrailBlazers",81,97,0,2017-03-26
"2369","TorontoRaptors","OrlandoMagic",131,112,0,2017-03-27
"2370","NewYorkKnicks","DetroitPistons",109,95,0,2017-03-27
"2371","SanAntonioSpurs","ClevelandCavaliers",103,74,0,2017-03-27
"2372","DallasMavericks","OklahomaCityThunder",91,92,0,2017-03-27
"2373","SacramentoKings","MemphisGrizzlies",91,90,0,2017-03-27
"2374","UtahJazz","NewOrleansPelicans",108,100,0,2017-03-27
"2375","CharlotteHornets","MilwaukeeBucks",108,118,0,2017-03-28
"2376","IndianaPacers","MinnesotaTimberwolves",114,115,0,2017-03-28
"2377","BrooklynNets","PhiladelphiaErs",101,106,0,2017-03-28
"2378","AtlantaHawks","PhoenixSuns",95,91,0,2017-03-28
"2379","DetroitPistons","MiamiHeat",96,97,0,2017-03-28
"2380","HoustonRockets","GoldenStateWarriors",106,113,0,2017-03-28
"2381","PortlandTrailBlazers","DenverNuggets",122,113,0,2017-03-28
"2382","LosAngelesLakers","WashingtonWizards",108,119,0,2017-03-28
"2383","PhiladelphiaErs","AtlantaHawks",92,99,0,2017-03-29
"2384","OrlandoMagic","OklahomaCityThunder",106,114,1,2017-03-29
"2385","BostonCeltics","MilwaukeeBucks",100,103,0,2017-03-29
"2386","TorontoRaptors","CharlotteHornets",106,110,0,2017-03-29
"2387","NewYorkKnicks","MiamiHeat",88,105,0,2017-03-29
"2388","MemphisGrizzlies","IndianaPacers",110,97,0,2017-03-29
"2389","NewOrleansPelicans","DallasMavericks",121,118,0,2017-03-29
"2390","SanAntonioSpurs","GoldenStateWarriors",98,110,0,2017-03-29
"2391","LosAngelesClippers","WashingtonWizards",133,124,0,2017-03-29
"2392","SacramentoKings","UtahJazz",82,112,0,2017-03-29
"2393","DetroitPistons","BrooklynNets",90,89,0,2017-03-30
"2394","ChicagoBulls","ClevelandCavaliers",99,93,0,2017-03-30
"2395","MinnesotaTimberwolves","LosAngelesLakers",119,104,0,2017-03-30
"2396","PhoenixSuns","LosAngelesClippers",118,124,0,2017-03-30
"2397","PortlandTrailBlazers","HoustonRockets",117,107,0,2017-03-30
"2398","TorontoRaptors","IndianaPacers",111,100,0,2017-03-31
"2399","CharlotteHornets","DenverNuggets",122,114,0,2017-03-31
"2400","ClevelandCavaliers","PhiladelphiaErs",122,105,0,2017-03-31
"2401","BostonCeltics","OrlandoMagic",117,116,0,2017-03-31
"2402","MilwaukeeBucks","DetroitPistons",108,105,1,2017-03-31
"2403","MemphisGrizzlies","DallasMavericks",99,90,0,2017-03-31
"2404","NewOrleansPelicans","SacramentoKings",117,89,0,2017-03-31
"2405","MiamiHeat","NewYorkKnicks",94,98,0,2017-03-31
"2406","UtahJazz","WashingtonWizards",95,88,0,2017-03-31
"2407","OklahomaCityThunder","SanAntonioSpurs",95,100,0,2017-03-31
"2408","GoldenStateWarriors","HoustonRockets",107,98,0,2017-03-31
"2409","LosAngelesClippers","LosAngelesLakers",115,104,0,2017-04-01
"2410","ChicagoBulls","AtlantaHawks",106,104,0,2017-04-01
"2411","BrooklynNets","OrlandoMagic",121,111,0,2017-04-01
"2412","MinnesotaTimberwolves","SacramentoKings",117,123,0,2017-04-01
"2413","PortlandTrailBlazers","PhoenixSuns",130,117,0,2017-04-01
"2414","NewYorkKnicks","BostonCeltics",94,110,0,2017-04-02
"2415","OklahomaCityThunder","CharlotteHornets",101,113,0,2017-04-02
"2416","LosAngelesLakers","MemphisGrizzlies",108,103,0,2017-04-02
"2417","MilwaukeeBucks","DallasMavericks",105,109,0,2017-04-02
"2418","SanAntonioSpurs","UtahJazz",109,103,0,2017-04-02
"2419","NewOrleansPelicans","ChicagoBulls",110,117,0,2017-04-02
"2420","TorontoRaptors","PhiladelphiaErs",113,105,0,2017-04-02
"2421","BrooklynNets","AtlantaHawks",91,82,0,2017-04-02
"2422","MiamiHeat","DenverNuggets",113,116,0,2017-04-02
"2423","ClevelandCavaliers","IndianaPacers",135,130,2,2017-04-02
"2424","GoldenStateWarriors","WashingtonWizards",139,115,0,2017-04-02
"2425","PhoenixSuns","HoustonRockets",116,123,0,2017-04-02
"2426","MinnesotaTimberwolves","PortlandTrailBlazers",110,109,0,2017-04-03
"2427","PhiladelphiaErs","BrooklynNets",118,141,0,2017-04-04
"2428","WashingtonWizards","CharlotteHornets",118,111,0,2017-04-04
"2429","ClevelandCavaliers","OrlandoMagic",122,102,0,2017-04-04
"2430","IndianaPacers","TorontoRaptors",108,90,0,2017-04-04
"2431","NewOrleansPelicans","DenverNuggets",131,134,0,2017-04-04
"2432","OklahomaCityThunder","MilwaukeeBucks",110,79,0,2017-04-04
"2433","NewYorkKnicks","ChicagoBulls",100,91,0,2017-04-04
"2434","SanAntonioSpurs","MemphisGrizzlies",95,89,1,2017-04-04
"2435","GoldenStateWarriors","MinnesotaTimberwolves",121,107,0,2017-04-04
"2436","SacramentoKings","DallasMavericks",98,87,0,2017-04-04
"2437","UtahJazz","PortlandTrailBlazers",106,87,0,2017-04-04
"2438","CharlotteHornets","MiamiHeat",99,112,0,2017-04-05
"2439","DetroitPistons","TorontoRaptors",102,105,0,2017-04-05
"2440","MemphisGrizzlies","OklahomaCityThunder",100,103,0,2017-04-05
"2441","HoustonRockets","DenverNuggets",110,104,0,2017-04-05
"2442","BostonCeltics","ClevelandCavaliers",91,114,0,2017-04-05
"2443","SanAntonioSpurs","LosAngelesLakers",95,102,0,2017-04-05
"2444","PhoenixSuns","GoldenStateWarriors",111,120,0,2017-04-05
"2445","LosAngelesClippers","DallasMavericks",112,101,0,2017-04-05
"2446","PhiladelphiaErs","ChicagoBulls",90,102,0,2017-04-06
"2447","OrlandoMagic","BrooklynNets",115,107,0,2017-04-06
"2448","IndianaPacers","MilwaukeeBucks",104,89,0,2017-04-06
"2449","NewYorkKnicks","WashingtonWizards",103,106,0,2017-04-06
"2450","AtlantaHawks","BostonCeltics",123,116,0,2017-04-06
"2451","PortlandTrailBlazers","MinnesotaTimberwolves",105,98,0,2017-04-06
"2452","ClevelandCavaliers","AtlantaHawks",100,114,0,2017-04-07
"2453","TorontoRaptors","MiamiHeat",96,94,0,2017-04-07
"2454","MemphisGrizzlies","NewYorkKnicks",101,88,0,2017-04-07
"2455","HoustonRockets","DetroitPistons",109,114,0,2017-04-07
"2456","DallasMavericks","SanAntonioSpurs",89,102,0,2017-04-07
"2457","DenverNuggets","NewOrleansPelicans",122,106,0,2017-04-07
"2458","UtahJazz","MinnesotaTimberwolves",120,113,0,2017-04-07
"2459","PhoenixSuns","OklahomaCityThunder",120,99,0,2017-04-07
"2460","LosAngelesLakers","SacramentoKings",98,94,0,2017-04-07
"2461","BrooklynNets","ChicagoBulls",107,106,0,2017-04-08
"2462","CharlotteHornets","BostonCeltics",114,121,0,2017-04-08
"2463","OrlandoMagic","IndianaPacers",112,127,0,2017-04-08
"2464","PhiladelphiaErs","MilwaukeeBucks",82,90,0,2017-04-08
"2465","WashingtonWizards","MiamiHeat",103,106,0,2017-04-08
"2466","SanAntonioSpurs","LosAngelesClippers",87,98,0,2017-04-08
"2467","PortlandTrailBlazers","UtahJazz",101,86,0,2017-04-08
"2468","GoldenStateWarriors","NewOrleansPelicans",123,101,0,2017-04-08
"2469","NewYorkKnicks","TorontoRaptors",97,110,0,2017-04-09
"2470","AtlantaHawks","ClevelandCavaliers",126,125,1,2017-04-09
"2471","DenverNuggets","OklahomaCityThunder",105,106,0,2017-04-09
"2472","PhoenixSuns","DallasMavericks",124,111,0,2017-04-09
"2473","SacramentoKings","HoustonRockets",128,135,0,2017-04-09
"2474","MemphisGrizzlies","DetroitPistons",90,103,0,2017-04-09
"2475","LosAngelesLakers","MinnesotaTimberwolves",110,109,0,2017-04-09
"2476","PhiladelphiaErs","IndianaPacers",111,120,0,2017-04-10
"2477","BostonCeltics","BrooklynNets",114,105,0,2017-04-10
"2478","MiamiHeat","ClevelandCavaliers",124,121,1,2017-04-10
"2479","ChicagoBulls","OrlandoMagic",122,75,0,2017-04-10
"2480","MilwaukeeBucks","CharlotteHornets",89,79,0,2017-04-10
"2481","DetroitPistons","WashingtonWizards",101,105,0,2017-04-10
"2482","PortlandTrailBlazers","SanAntonioSpurs",99,98,0,2017-04-10
"2483","LosAngelesClippers","HoustonRockets",125,96,0,2017-04-10
"2484","GoldenStateWarriors","UtahJazz",99,105,0,2017-04-10
"2485","AtlantaHawks","CharlotteHornets",103,76,0,2017-04-11
"2486","MinnesotaTimberwolves","OklahomaCityThunder",98,100,0,2017-04-11
"2487","DallasMavericks","DenverNuggets",91,109,0,2017-04-11
"2488","LosAngelesLakers","NewOrleansPelicans",108,96,0,2017-04-11
"2489","SacramentoKings","PhoenixSuns",129,104,0,2017-04-11
"2490","OrlandoMagic","DetroitPistons",113,109,0,2017-04-12
"2491","ClevelandCavaliers","TorontoRaptors",83,98,0,2017-04-12
"2492","BostonCeltics","MilwaukeeBucks",112,94,0,2017-04-12
"2493","NewYorkKnicks","PhiladelphiaErs",114,113,0,2017-04-12
"2494","MiamiHeat","WashingtonWizards",110,102,0,2017-04-12
"2495","ChicagoBulls","BrooklynNets",112,73,0,2017-04-12
"2496","MemphisGrizzlies","DallasMavericks",93,100,0,2017-04-12
"2497","HoustonRockets","MinnesotaTimberwolves",123,118,0,2017-04-12
"2498","OklahomaCityThunder","DenverNuggets",105,111,0,2017-04-12
"2499","IndianaPacers","AtlantaHawks",104,86,0,2017-04-12
"2500","UtahJazz","SanAntonioSpurs",101,97,0,2017-04-12
"2501","LosAngelesClippers","SacramentoKings",115,95,0,2017-04-12
"2502","GoldenStateWarriors","LosAngelesLakers",109,94,0,2017-04-12
"2503","PortlandTrailBlazers","NewOrleansPelicans",100,103,0,2017-04-12
"2504","SanAntonioSpurs","MemphisGrizzlies",111,82,0,2017-04-15
"2505","ClevelandCavaliers","IndianaPacers",109,108,0,2017-04-15
"2506","TorontoRaptors","MilwaukeeBucks",83,97,0,2017-04-15
"2507","LosAngelesClippers","UtahJazz",95,97,0,2017-04-15
"2508","WashingtonWizards","AtlantaHawks",114,107,0,2017-04-16
"2509","GoldenStateWarriors","PortlandTrailBlazers",121,109,0,2017-04-16
"2510","BostonCeltics","ChicagoBulls",102,106,0,2017-04-16
"2511","HoustonRockets","OklahomaCityThunder",118,87,0,2017-04-16
"2512","SanAntonioSpurs","MemphisGrizzlies",96,82,0,2017-04-17
"2513","ClevelandCavaliers","IndianaPacers",117,111,0,2017-04-17
"2514","TorontoRaptors","MilwaukeeBucks",106,100,0,2017-04-18
"2515","LosAngelesClippers","UtahJazz",99,91,0,2017-04-18
"2516","BostonCeltics","ChicagoBulls",97,111,0,2017-04-18
"2517","WashingtonWizards","AtlantaHawks",109,101,0,2017-04-19
"2518","GoldenStateWarriors","PortlandTrailBlazers",110,81,0,2017-04-19
"2519","HoustonRockets","OklahomaCityThunder",115,111,0,2017-04-19
"2520","MilwaukeeBucks","TorontoRaptors",104,77,0,2017-04-20
"2521","MemphisGrizzlies","SanAntonioSpurs",105,94,0,2017-04-20
"2522","IndianaPacers","ClevelandCavaliers",114,119,0,2017-04-20
"2523","OklahomaCityThunder","HoustonRockets",115,113,0,2017-04-21
"2524","UtahJazz","LosAngelesClippers",106,111,0,2017-04-21
"2525","ChicagoBulls","BostonCeltics",87,104,0,2017-04-21
"2526","MilwaukeeBucks","TorontoRaptors",76,87,0,2017-04-22
"2527","AtlantaHawks","WashingtonWizards",116,98,0,2017-04-22
"2528","PortlandTrailBlazers","GoldenStateWarriors",113,119,0,2017-04-22
"2529","MemphisGrizzlies","SanAntonioSpurs",110,108,1,2017-04-22
"2530","IndianaPacers","ClevelandCavaliers",102,106,0,2017-04-23
"2531","OklahomaCityThunder","HoustonRockets",109,113,0,2017-04-23
"2532","UtahJazz","LosAngelesClippers",105,98,0,2017-04-23
"2533","ChicagoBulls","BostonCeltics",95,104,0,2017-04-23
"2534","TorontoRaptors","MilwaukeeBucks",118,93,0,2017-04-24
"2535","AtlantaHawks","WashingtonWizards",111,101,0,2017-04-24
"2536","PortlandTrailBlazers","GoldenStateWarriors",103,128,0,2017-04-24
"2537","SanAntonioSpurs","MemphisGrizzlies",116,103,0,2017-04-25
"2538","HoustonRockets","OklahomaCityThunder",105,99,0,2017-04-25
"2539","LosAngelesClippers","UtahJazz",92,96,0,2017-04-25
"2540","WashingtonWizards","AtlantaHawks",103,99,0,2017-04-26
"2541","BostonCeltics","ChicagoBulls",108,97,0,2017-04-26
"2542","MilwaukeeBucks","TorontoRaptors",89,92,0,2017-04-27
"2543","MemphisGrizzlies","SanAntonioSpurs",96,103,0,2017-04-27
"2544","AtlantaHawks","WashingtonWizards",99,115,0,2017-04-28
"2545","UtahJazz","LosAngelesClippers",93,98,0,2017-04-28
"2546","ChicagoBulls","BostonCeltics",83,105,0,2017-04-28
"2547","LosAngelesClippers","UtahJazz",91,104,0,2017-04-30
"2548","BostonCeltics","WashingtonWizards",123,111,0,2017-04-30
"2549","ClevelandCavaliers","BostonCeltics",102,99,0,2017-10-17
"2550","GoldenStateWarriors","HoustonRockets",121,122,0,2017-10-17
"2551","WashingtonWizards","PhiladelphiaErs",120,115,0,2017-10-18
"2552","DetroitPistons","CharlotteHornets",102,90,0,2017-10-18
"2553","IndianaPacers","BrooklynNets",140,131,0,2017-10-18
"2554","OrlandoMagic","MiamiHeat",116,109,0,2017-10-18
"2555","BostonCeltics","MilwaukeeBucks",100,108,0,2017-10-18
"2556","MemphisGrizzlies","NewOrleansPelicans",103,91,0,2017-10-18
"2557","DallasMavericks","AtlantaHawks",111,117,0,2017-10-18
"2558","UtahJazz","DenverNuggets",106,96,0,2017-10-18
"2559","SanAntonioSpurs","MinnesotaTimberwolves",107,99,0,2017-10-18
"2560","PhoenixSuns","PortlandTrailBlazers",76,124,0,2017-10-18
"2561","SacramentoKings","HoustonRockets",100,105,0,2017-10-18
"2562","TorontoRaptors","ChicagoBulls",117,100,0,2017-10-19
"2563","OklahomaCityThunder","NewYorkKnicks",105,84,0,2017-10-19
"2564","LosAngelesClippers","LosAngelesLakers",108,92,0,2017-10-19
"2565","MilwaukeeBucks","ClevelandCavaliers",97,116,0,2017-10-20
"2566","CharlotteHornets","AtlantaHawks",109,91,0,2017-10-20
"2567","IndianaPacers","PortlandTrailBlazers",96,114,0,2017-10-20
"2568","PhiladelphiaErs","BostonCeltics",92,102,0,2017-10-20
"2569","WashingtonWizards","DetroitPistons",115,111,0,2017-10-20
"2570","BrooklynNets","OrlandoMagic",126,121,0,2017-10-20
"2571","MinnesotaTimberwolves","UtahJazz",100,97,0,2017-10-20
"2572","DallasMavericks","SacramentoKings",88,93,0,2017-10-20
"2573","NewOrleansPelicans","GoldenStateWarriors",120,128,0,2017-10-20
"2574","PhoenixSuns","LosAngelesLakers",130,132,0,2017-10-20
"2575","TorontoRaptors","PhiladelphiaErs",128,94,0,2017-10-21
"2576","ClevelandCavaliers","OrlandoMagic",93,114,0,2017-10-21
"2577","MiamiHeat","IndianaPacers",112,108,0,2017-10-21
"2578","NewYorkKnicks","DetroitPistons",107,111,0,2017-10-21
"2579","ChicagoBulls","SanAntonioSpurs",77,87,0,2017-10-21
"2580","HoustonRockets","DallasMavericks",107,91,0,2017-10-21
"2581","MemphisGrizzlies","GoldenStateWarriors",111,101,0,2017-10-21
"2582","MilwaukeeBucks","PortlandTrailBlazers",113,110,0,2017-10-21
"2583","DenverNuggets","SacramentoKings",96,79,0,2017-10-21
"2584","UtahJazz","OklahomaCityThunder",96,87,0,2017-10-21
"2585","LosAngelesClippers","PhoenixSuns",130,88,0,2017-10-21
"2586","BrooklynNets","AtlantaHawks",116,104,0,2017-10-22
"2587","OklahomaCityThunder","MinnesotaTimberwolves",113,115,0,2017-10-22
"2588","LosAngelesLakers","NewOrleansPelicans",112,119,0,2017-10-22
"2589","DetroitPistons","PhiladelphiaErs",86,97,0,2017-10-23
"2590","MiamiHeat","AtlantaHawks",104,93,0,2017-10-23
"2591","HoustonRockets","MemphisGrizzlies",90,98,0,2017-10-23
"2592","MilwaukeeBucks","CharlotteHornets",103,94,0,2017-10-23
"2593","DallasMavericks","GoldenStateWarriors",103,133,0,2017-10-23
"2594","SanAntonioSpurs","TorontoRaptors",101,97,0,2017-10-23
"2595","DenverNuggets","WashingtonWizards",104,109,0,2017-10-23
"2596","PhoenixSuns","SacramentoKings",117,115,0,2017-10-23
"2597","ClevelandCavaliers","ChicagoBulls",119,112,0,2017-10-24
"2598","OrlandoMagic","BrooklynNets",125,121,0,2017-10-24
"2599","BostonCeltics","NewYorkKnicks",110,89,0,2017-10-24
"2600","MinnesotaTimberwolves","IndianaPacers",107,130,0,2017-10-24
"2601","PortlandTrailBlazers","NewOrleansPelicans",103,93,0,2017-10-24
"2602","LosAngelesClippers","UtahJazz",102,84,0,2017-10-24
"2603","CharlotteHornets","DenverNuggets",110,93,0,2017-10-25
"2604","DetroitPistons","MinnesotaTimberwolves",122,101,0,2017-10-25
"2605","PhiladelphiaErs","HoustonRockets",104,105,0,2017-10-25
"2606","BrooklynNets","ClevelandCavaliers",112,107,0,2017-10-25
"2607","MiamiHeat","SanAntonioSpurs",100,117,0,2017-10-25
"2608","OklahomaCityThunder","IndianaPacers",114,96,0,2017-10-25
"2609","DallasMavericks","MemphisGrizzlies",103,94,0,2017-10-25
"2610","PhoenixSuns","UtahJazz",97,88,0,2017-10-25
"2611","GoldenStateWarriors","TorontoRaptors",117,112,0,2017-10-25
"2612","LosAngelesLakers","WashingtonWizards",102,99,1,2017-10-25
"2613","ChicagoBulls","AtlantaHawks",91,86,0,2017-10-26
"2614","MemphisGrizzlies","DallasMavericks",96,91,0,2017-10-26
"2615","MilwaukeeBucks","BostonCeltics",89,96,0,2017-10-26
"2616","PortlandTrailBlazers","LosAngelesClippers",103,104,0,2017-10-26
"2617","SacramentoKings","NewOrleansPelicans",106,114,0,2017-10-26
"2618","CharlotteHornets","HoustonRockets",93,109,0,2017-10-27
"2619","OrlandoMagic","SanAntonioSpurs",114,87,0,2017-10-27
"2620","AtlantaHawks","DenverNuggets",100,105,0,2017-10-27
"2621","NewYorkKnicks","BrooklynNets",107,86,0,2017-10-27
"2622","MinnesotaTimberwolves","OklahomaCityThunder",119,116,0,2017-10-27
"2623","GoldenStateWarriors","WashingtonWizards",120,117,0,2017-10-27
"2624","LosAngelesLakers","TorontoRaptors",92,101,0,2017-10-27
"2625","NewOrleansPelicans","ClevelandCavaliers",123,101,0,2017-10-28
"2626","MiamiHeat","BostonCeltics",90,96,0,2017-10-28
"2627","ChicagoBulls","OklahomaCityThunder",69,101,0,2017-10-28
"2628","MemphisGrizzlies","HoustonRockets",103,89,0,2017-10-28
"2629","DallasMavericks","PhiladelphiaErs",110,112,0,2017-10-28
"2630","UtahJazz","LosAngelesLakers",96,81,0,2017-10-28
"2631","PortlandTrailBlazers","PhoenixSuns",114,107,0,2017-10-28
"2632","LosAngelesClippers","DetroitPistons",87,95,0,2017-10-28
"2633","AtlantaHawks","MilwaukeeBucks",106,117,0,2017-10-29
"2634","IndianaPacers","SanAntonioSpurs",97,94,0,2017-10-29
"2635","BrooklynNets","DenverNuggets",111,124,0,2017-10-29
"2636","CharlotteHornets","OrlandoMagic",120,113,0,2017-10-29
"2637","SacramentoKings","WashingtonWizards",83,110,0,2017-10-29
"2638","ClevelandCavaliers","NewYorkKnicks",95,114,0,2017-10-29
"2639","GoldenStateWarriors","DetroitPistons",107,115,0,2017-10-29
"2640","BostonCeltics","SanAntonioSpurs",108,94,0,2017-10-30
"2641","MiamiHeat","MinnesotaTimberwolves",122,125,1,2017-10-30
"2642","NewYorkKnicks","DenverNuggets",116,110,0,2017-10-30
"2643","HoustonRockets","PhiladelphiaErs",107,115,0,2017-10-30
"2644","MemphisGrizzlies","CharlotteHornets",99,104,0,2017-10-30
"2645","NewOrleansPelicans","OrlandoMagic",99,115,0,2017-10-30
"2646","UtahJazz","DallasMavericks",104,89,0,2017-10-30
"2647","PortlandTrailBlazers","TorontoRaptors",85,99,0,2017-10-30
"2648","LosAngelesClippers","GoldenStateWarriors",113,141,0,2017-10-30
"2649","IndianaPacers","SacramentoKings",101,83,0,2017-10-31
"2650","BrooklynNets","PhoenixSuns",114,122,0,2017-10-31
"2651","MilwaukeeBucks","OklahomaCityThunder",91,110,0,2017-10-31
"2652","LosAngelesLakers","DetroitPistons",113,93,0,2017-10-31
"2653","CharlotteHornets","MilwaukeeBucks",126,121,0,2017-11-01
"2654","ClevelandCavaliers","IndianaPacers",107,124,0,2017-11-01
"2655","PhiladelphiaErs","AtlantaHawks",119,109,0,2017-11-01
"2656","WashingtonWizards","PhoenixSuns",116,122,0,2017-11-01
"2657","BostonCeltics","SacramentoKings",113,86,0,2017-11-01
"2658","MiamiHeat","ChicagoBulls",97,91,0,2017-11-01
"2659","NewYorkKnicks","HoustonRockets",97,119,0,2017-11-01
"2660","MemphisGrizzlies","OrlandoMagic",99,101,0,2017-11-01
"2661","NewOrleansPelicans","MinnesotaTimberwolves",98,104,0,2017-11-01
"2662","DenverNuggets","TorontoRaptors",129,111,0,2017-11-01
"2663","UtahJazz","PortlandTrailBlazers",112,103,1,2017-11-01
"2664","LosAngelesClippers","DallasMavericks",119,98,0,2017-11-01
"2665","SanAntonioSpurs","GoldenStateWarriors",92,112,0,2017-11-02
"2666","PortlandTrailBlazers","LosAngelesLakers",113,110,0,2017-11-02
"2667","DetroitPistons","MilwaukeeBucks",105,96,0,2017-11-03
"2668","OrlandoMagic","ChicagoBulls",83,105,0,2017-11-03
"2669","PhiladelphiaErs","IndianaPacers",121,110,0,2017-11-03
"2670","WashingtonWizards","ClevelandCavaliers",122,130,0,2017-11-03
"2671","AtlantaHawks","HoustonRockets",104,119,0,2017-11-03
"2672","NewYorkKnicks","PhoenixSuns",120,107,0,2017-11-03
"2673","DallasMavericks","NewOrleansPelicans",94,99,0,2017-11-03
"2674","SanAntonioSpurs","CharlotteHornets",108,101,0,2017-11-03
"2675","DenverNuggets","MiamiHeat",95,94,0,2017-11-03
"2676","UtahJazz","TorontoRaptors",100,109,0,2017-11-03
"2677","OklahomaCityThunder","BostonCeltics",94,101,0,2017-11-03
"2678","LosAngelesLakers","BrooklynNets",124,112,0,2017-11-03
"2679","LosAngelesClippers","MemphisGrizzlies",104,113,0,2017-11-04
"2680","DetroitPistons","SacramentoKings",108,99,0,2017-11-04
"2681","ChicagoBulls","NewOrleansPelicans",90,96,1,2017-11-04
"2682","MinnesotaTimberwolves","DallasMavericks",112,99,0,2017-11-04
"2683","DenverNuggets","GoldenStateWarriors",108,127,0,2017-11-04
"2684","ClevelandCavaliers","AtlantaHawks",115,117,0,2017-11-05
"2685","LosAngelesClippers","MiamiHeat",101,104,0,2017-11-05
"2686","OrlandoMagic","BostonCeltics",88,104,0,2017-11-05
"2687","TorontoRaptors","WashingtonWizards",96,107,0,2017-11-05
"2688","HoustonRockets","UtahJazz",137,110,0,2017-11-05
"2689","SanAntonioSpurs","PhoenixSuns",112,95,0,2017-11-05
"2690","NewYorkKnicks","IndianaPacers",108,101,0,2017-11-05
"2691","MinnesotaTimberwolves","CharlotteHornets",112,94,0,2017-11-05
"2692","PortlandTrailBlazers","OklahomaCityThunder",103,99,0,2017-11-05
"2693","LosAngelesLakers","MemphisGrizzlies",107,102,0,2017-11-05
"2694","AtlantaHawks","BostonCeltics",107,110,0,2017-11-06
"2695","PhoenixSuns","BrooklynNets",92,98,0,2017-11-06
"2696","GoldenStateWarriors","MiamiHeat",97,80,0,2017-11-06
"2697","TorontoRaptors","ChicagoBulls",119,114,0,2017-11-07
"2698","SanAntonioSpurs","LosAngelesClippers",120,107,0,2017-11-07
"2699","DenverNuggets","BrooklynNets",112,104,0,2017-11-07
"2700","UtahJazz","PhiladelphiaErs",97,104,0,2017-11-07
"2701","PortlandTrailBlazers","MemphisGrizzlies",97,98,0,2017-11-07
"2702","SacramentoKings","OklahomaCityThunder",94,86,0,2017-11-07
"2703","ClevelandCavaliers","MilwaukeeBucks",124,119,0,2017-11-07
"2704","IndianaPacers","NewOrleansPelicans",112,117,0,2017-11-07
"2705","WashingtonWizards","DallasMavericks",99,113,0,2017-11-07
"2706","NewYorkKnicks","CharlotteHornets",118,113,0,2017-11-07
"2707","DetroitPistons","IndianaPacers",114,97,0,2017-11-08
"2708","OrlandoMagic","NewYorkKnicks",112,99,0,2017-11-08
"2709","BostonCeltics","LosAngelesLakers",107,96,0,2017-11-08
"2710","PhoenixSuns","MiamiHeat",115,126,0,2017-11-08
"2711","GoldenStateWarriors","MinnesotaTimberwolves",125,101,0,2017-11-08
"2712","WashingtonWizards","LosAngelesLakers",111,95,0,2017-11-09
"2713","TorontoRaptors","NewOrleansPelicans",122,118,0,2017-11-09
"2714","HoustonRockets","ClevelandCavaliers",117,113,0,2017-11-09
"2715","SacramentoKings","PhiladelphiaErs",109,108,0,2017-11-09
"2716","DenverNuggets","OklahomaCityThunder",102,94,0,2017-11-09
"2717","DetroitPistons","AtlantaHawks",111,104,0,2017-11-10
"2718","BostonCeltics","CharlotteHornets",90,87,0,2017-11-10
"2719","ChicagoBulls","IndianaPacers",87,105,0,2017-11-10
"2720","OklahomaCityThunder","LosAngelesClippers",120,111,0,2017-11-10
"2721","SanAntonioSpurs","MilwaukeeBucks",87,94,0,2017-11-10
"2722","PhoenixSuns","OrlandoMagic",112,128,0,2017-11-10
"2723","UtahJazz","MiamiHeat",74,84,0,2017-11-10
"2724","PortlandTrailBlazers","BrooklynNets",97,101,0,2017-11-10
"2725","WashingtonWizards","AtlantaHawks",113,94,0,2017-11-11
"2726","NewOrleansPelicans","LosAngelesClippers",111,103,0,2017-11-11
"2727","NewYorkKnicks","SacramentoKings",118,91,0,2017-11-11
"2728","HoustonRockets","MemphisGrizzlies",111,96,0,2017-11-11
"2729","DallasMavericks","ClevelandCavaliers",104,111,0,2017-11-11
"2730","MilwaukeeBucks","LosAngelesLakers",98,90,0,2017-11-11
"2731","SanAntonioSpurs","ChicagoBulls",133,94,0,2017-11-11
"2732","GoldenStateWarriors","PhiladelphiaErs",135,114,0,2017-11-11
"2733","DenverNuggets","OrlandoMagic",125,107,0,2017-11-11
"2734","PhoenixSuns","MinnesotaTimberwolves",118,110,0,2017-11-11
"2735","UtahJazz","BrooklynNets",114,106,0,2017-11-11
